text,label,ZeroShot,COT,FewShot,COT_with_examples,APE
'Defect reports will be available to technical units on a 24x7 basis.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.',Functional,Functional,Functional,Non-Functional,Non-Functional,Functional
'The system shall be intuitive to the Program Administrators/Nursing Staff Members.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The system shall display clear property images in the search results',Functional,Functional,Functional,Functional,Functional,Functional
'The System shall meet all applicable accounting standards. The final version of the System must successfully pass independent audit performed by a certified auditor.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The application shall have a downtime of at most 10 minutes per year.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'Every registered user will have access to the product’s support site via the Internet. 70% of registered users shall find a solution to their problem within 5 minutes of using the support site.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The product shall use symbols and words that are naturally understandable by users familiar with websites',Non-Functional,Functional,Non-Functional,Functional,Non-Functional,Non-Functional
'The product shall be easy for customers with novice skills on the Internet to purchase and watch streaming movies. Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.',Functional,Functional,Non-Functional,Functional,Non-Functional,Non-Functional
'The website design should be modern clean and concise.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.',Functional,Functional,Functional,Functional,Functional,Functional
'Classes for a given cohort shall not conflict with regards to the time and day that they are offered.',Functional,Functional,Non-Functional,Functional,Non-Functional,Non-Functional
'The available recycled parts information and their suppliers shall be returned to the user.',Functional,Functional,Functional,Functional,Functional,Functional
'The audit report shall include the percentage of available recycled parts used in the estimate ',Functional,Functional,Functional,Functional,Functional,Functional
'Every user of the system shall be authenticated and authorized.',Functional,Functional,Functional,Functional,Functional,Functional
'The system shall be able to display a printable summary for individual nursing students which will include (but not be limited to) student name student ID admission date classes credits GPA and the cohort that the student is enrolled in.',Functional,Functional,Functional,Functional,Functional,Functional
'Users shall feel satisfied using the product. 85% of all users will be satisfied with the product.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user’s access level. The report will be reviewed for auditing purposes.',Functional,Functional,Functional,Functional,Functional,Functional
'No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'Any interface between a user and the automated system shall have a maximum response time of 5 seconds unless noted by an exception below.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'Rreports must be easy to generate. eports must be generated within one button click and exported within one button click (after selecting the report)',Non-Functional,Functional,Non-Functional,Functional,Non-Functional,Non-Functional
'The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats). Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.',Functional,Functional,Functional,Functional,Functional,Functional
'Aside from server failure the software product shall achieve 99.99% up time.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'Website shall allow customers to add their own movie review for a selected movie.',Functional,Functional,Functional,Functional,Functional,Functional
'Once a game is initiated the product shall display a defensive grid to each player',Functional,Functional,Functional,Functional,Functional,Functional
'The website shall prevent its data from being corrupted when incorrect data is entered in.',Non-Functional,Functional,Non-Functional,Functional,Non-Functional,Functional
'The streaming server will have anti-virus software to prevent infection of malicious viruses.',Non-Functional,Non-Functional,Non-Functional,Functional,Non-Functional,Non-Functional
'Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.',Functional,Functional,Functional,Functional,Functional,Functional
'The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.',Functional,Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional
'The product shall be able to support multiple remote users',Functional,Functional,Functional,Functional,Non-Functional,Functional
'The system shall contain contact information (e-mail and phone number) for all people relevant to the system including (but not limited to) staff members students lecture instructors clinical lab instructors and clinical site administrators.',Functional,Functional,Functional,Functional,Functional,Functional
'viewing a movie details the website will display the movies description actor and director entered in by the administrator.',Functional,Functional,Functional,Functional,Functional,Functional
'The system shall generate an audit report based on the available recycled parts and the collision estimate.',Functional,Functional,Functional,Functional,Functional,Functional
'The product shall synchronize contacts and appointments in an acceptable time.',Functional,Functional,Functional,Non-Functional,Non-Functional,Non-Functional
'The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'Izogn Administrator must be able to update the category listings on the website within 2 minutes.',Functional,Functional,Functional,Functional,Non-Functional,Functional
'New branches/complexes/districts/regions and revenue/expense accounts added to the BDW must be reflected in the RFS system. 100% of the entities (mentioned above) available as of October month-end will be loaded into the RFS system prior to the budget start process.',Non-Functional,Functional,Functional,Non-Functional,Non-Functional,Functional
'The Disputes System must prevent users from accessing any dispute cases that do not belong to their cardholder base.',Non-Functional,Functional,Functional,Functional,Functional,Functional
'Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'One insurance company shall not be able to view another insurance companys claim data.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The display shall have two regions: left 2/3 of the display is graphical right 1/3 of the display is a data table',Non-Functional,Functional,Functional,Functional,Non-Functional,Functional
'90% of untrained realtors shall be able to install the product on their device without printed instructions',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'System shall let Izogn Manager access sales and usage statistics in under 2 minutes.',Non-Functional,Functional,Functional,Functional,Non-Functional,Functional
'The system shall offer a display of all the Events in the exercise.',Functional,Functional,Functional,Functional,Functional,Functional
'When the hit results in sinking a ship the product shall mark the ship as sunk on the offensive grid of the offensive player.',Functional,Functional,Functional,Functional,Functional,Functional
'The estimator shall not apply recycled parts to the collision estimate if no available parts are returned.',Functional,Functional,Functional,Functional,Functional,Functional
'The product shall allow a user to identify himself or herself as a player.',Functional,Functional,Functional,Functional,Functional,Functional
'All authorized users once authenticated must be able to logon to the Disputes System',Non-Functional,Functional,Functional,Functional,Functional,Functional
'A primary database will be used to store cached data for active users.',Non-Functional,Functional,Functional,Functional,Non-Functional,Functional
'The RFS system should be able to easily interface with the BDW environment in order to load the data. • 7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process every year. The data will be as of October month-end. Test files (7) shall be loaded up to 5 times throughout the year from the BDW.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The website shall continue to operate if the payment gateway goes down.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The product will require collaboration with a database management system (DBMS). The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'New System version releases shall be released at the beginning of each NFL season.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'When both players have positioned their 5 ships on their defensive grids the product shall define the status of each player for the first turn.',Functional,Functional,Functional,Functional,Functional,Functional
'Program Administrators and Nursing Staff Members shall be able to add a student who has registered for a clinical class to a clinical lab section for that class.',Functional,Functional,Functional,Functional,Functional,Functional
'The product shall increase productivity of Collision Estimators. 80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'For any systematic (non-user initiated) action that occurs on a case such as the disputes aging process a case activity will be generated. Upon the next logon the user that initiated the dispute case must be notified that a systematic action has occurred on the dispute case.',Functional,Functional,Non-Functional,Functional,Functional,Functional
'When a game is ended the product shall allow each player to remove himself or herself from the list of players.',Functional,Functional,Functional,Functional,Functional,Functional
'Users shall be able to reach the ‘add’ ‘drop’ and ‘trade player’ pages with one click from the team owner’s page.',Non-Functional,Functional,Functional,Functional,Functional,Functional
'Product shall allow entering storing and modifying product menus used by POS terminals.',Functional,Functional,Functional,Functional,Functional,Functional
'The system shall provide a history report of changes made to the Activity or Event data',Functional,Functional,Functional,Functional,Functional,Functional
'The product shall allow the user to view previously downloaded search results CMA reports and appointments.',Functional,Functional,Functional,Functional,Functional,Functional
'The search results shall be returned no later 30 seconds after the user has entered the search criteria',Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The PHP code will comply with PEAR standards.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The product shall allow the player to position ships diagonally on their grid',Functional,Functional,Functional,Functional,Functional,Functional
'Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes',Functional,Functional,Functional,Functional,Functional,Functional
'Product installations and upgrades shall be handled by the middleware technology team within established launch time frames.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'All credit card information will be encrypted in the database.',Non-Functional,Functional,Non-Functional,Functional,Non-Functional,Functional
'Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.',Functional,Functional,Functional,Functional,Functional,Functional
'The product shall make inactive players unavailable for selection from the list of players.',Functional,Functional,Functional,Functional,Functional,Functional
'The customer shall be able to easily integrate new building maps with the product throughout the product’s lifecycle. Integration of new maps with the product shall be possible with little to no support from product support staff.',Non-Functional,Functional,Functional,Functional,Non-Functional,Functional
'For leads that process longer than 25 seconds the system will record the event and duration',Functional,Functional,Functional,Functional,Non-Functional,Functional
'Formula substitutionary ingredients shall be kept in persisted order',Functional,Functional,Functional,Functional,Functional,Functional
'The product shall have the ability to send meeting reminders to employees.',Functional,Functional,Functional,Functional,Functional,Functional
'The language of the product shall accommodate all of the target market countries. 90% of survey respondents from each target market country will find that the language of the product is acceptable.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'system shall be able to handle all of the user requests/usage during business hours.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'Website must be fully operational with MSN TV2.',Non-Functional,Functional,Functional,Non-Functional,Non-Functional,Non-Functional
'The website shall be attractive to all audiences. The website shall appear to be fun and the colors should be bright and vibrant.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The product shall adhere to the corporate online availability schedule. The application is brought down only within 98% of the scheduled outages per the availability schedule.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'All changes updates and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'When a shot is marked as a miss the product shall simulate the sound of a shot missing its target.',Functional,Functional,Functional,Functional,Functional,Functional
'When a game is ended the product shall notify the players that the game is ended.',Functional,Functional,Functional,Functional,Functional,Functional
'For each shot the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.',Functional,Functional,Functional,Functional,Functional,Functional
'User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'Website must interface with the CyberSource API to process credit card transactions.',Non-Functional,Functional,Functional,Functional,Non-Functional,Functional
'Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.',Functional,Functional,Functional,Functional,Functional,Functional
'A class shall be either a non-clinical class or a clinical class.',Non-Functional,Functional,Non-Functional,Functional,Functional,Non-Functional
'The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds',Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The product shall simulate the look of ships at sea.',Non-Functional,Functional,Functional,Functional,Functional,Functional
'The Disputes System must provide Search functionality. The search method must include the ability to search by (1) the dispute case number (2) the merchant account number (3) the cardmember account number and (4) the issuer number. In addition to the above criteria the search functionality must further allow the user to limit the results of the search by a date range the type of dispute (ticket retrieval request or chargeback notification) the case status (open closed or all) and the dispute reason code.',Functional,Functional,Functional,Functional,Functional,Functional
The interface shall have a simple look. In the interface and usability survey 90% of beta testers must report that the interface is adequately simple.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The audit report shall be available to other adjusters at later points in time.',Functional,Functional,Functional,Functional,Functional,Functional
'Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study',Functional,Functional,Functional,Functional,Functional,Functional
'The product shall be installed by an untrained realtor without recourse to separately-printed instructions.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The system shall prevent malicious attacks including denial of service.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The audit report shall be displayed to the user.',Functional,Functional,Functional,Functional,Functional,Functional
On a 112k connection or faster the system response time for all operations must be no more than 3 seconds 90% of the time.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.',Functional,Functional,Functional,Functional,Functional,Functional
'The system shall display the local and exercise time in separate clocks',Functional,Functional,Functional,Functional,Functional,Functional
'The product must comply with Sarbanes-Oxley.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'Once a game has been initiated the product shall make the players assigned to the game unavailable for selection from the list of players.',Functional,Functional,Functional,Functional,Functional,Functional
'If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.',Functional,Functional,Functional,Functional,Functional,Functional
'The product shall be able to be installed in the specified environment within 1 working day.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'Promotional updates to the website should take a day to update.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The product shall remove players who have been inactive for 24 hours from the list of players.',Functional,Functional,Functional,Functional,Functional,Functional
'The product shall be available for distribution via the Internet as a binary or ZIP file.',Non-Functional,Functional,Non-Functional,Functional,Non-Functional,Non-Functional
'The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.',Non-Functional,Functional,Functional,Non-Functional,Non-Functional,Non-Functional
'The product shall have a customizable Look and Feel.',Functional,Functional,Non-Functional,Functional,Non-Functional,Functional
'The system shall cater to 10 simultaneous users from 9am to 5pm.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The Disputes System must provide a confirmation to the user upon the creation of a chargeback request. The confirmation must contain the following information; the dispute case number the type of chargeback requested (pending or immediate) and the date that the merchant response is due.',Functional,Functional,Functional,Functional,Functional,Functional
'The product shall be easy to use by Adjusters and Collision Estimators. 95% of Adjusters and Collision Estimators shall find the product easy to use.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The user shall search for the preferred repair facility using vehicle vehicle location and radius in miles',Functional,Functional,Functional,Functional,Functional,Functional
'The vehicle location shall include street address city state and zipcode',Non-Functional,Functional,Functional,Functional,Functional,Functional
'The Disputes System shall record the name of the user and the date for any activity that creates or modifies the disputes case in the system. A detailed history of the actions taken on the case including the date and the user that performed the action must be maintained for auditing purposes.',Functional,Functional,Functional,Functional,Functional,Functional
'The estimator shall search for available recycled parts using damaged vehicle parts information.',Functional,Functional,Functional,Functional,Functional,Functional
'Only adjusters can request recycled parts audit reports. No users without an adjuster role shall request recycled parts audits.',Functional,Functional,Non-Functional,Functional,Functional,Non-Functional
'We must be able to interface with the following browsers: IE 5.X 6.0 Netscape 6.x 7.x 8.x and Firefox 1.0.',Non-Functional,Functional,Functional,Non-Functional,Non-Functional,Non-Functional
'The users should be able to easily use the system to successfully complete their budgets within the stipulated time for completion. With a week of training prior to product implementation 98% of the users shall complete their budgets within the stipulated time.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.',Functional,Functional,Functional,Functional,Functional,Functional
'All credit card information will be secured on the server and only accessible by authorized Izogn administrators. Information will be encrypted in the database.',Non-Functional,Non-Functional,Non-Functional,Functional,Non-Functional,Non-Functional
'The product shall achieve a 98% uptime. The product shall not fail more than 2% of the available online time.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The system shall allow a user to define the time segments',Functional,Functional,Functional,Functional,Functional,Functional
'Once a game is initiated the product shall display an offensive grid to each player.',Functional,Functional,Functional,Functional,Functional,Functional
'The user shall enter new ratings based on the audit report',Functional,Functional,Functional,Functional,Functional,Functional
'The System shall granularly control access rights to all major subsystems. It should be possible to assign access rights to all subsystems independently.',Non-Functional,Functional,Functional,Functional,Functional,Functional
'The system shall notify the realtor when a seller or buyer responds to an appointment request',Functional,Functional,Functional,Functional,Functional,Functional
'The product shall able to handle a large number of games simultaneously.',Non-Functional,Functional,Functional,Functional,Non-Functional,Non-Functional
'The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.',Functional,Functional,Functional,Functional,Functional,Functional
'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts including cohort identifier program of study preferred sequence of classes and quarters that a cohort will be taking specific classes.',Functional,Functional,Functional,Functional,Functional,Functional
'All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available)',Non-Functional,Functional,Non-Functional,Functional,Non-Functional,Non-Functional
'The website should use Flash to provide animation on the home page.',Non-Functional,Functional,Functional,Non-Functional,Non-Functional,Functional
'The product shall store new conference rooms.',Functional,Functional,Functional,Functional,Functional,Functional
'A database management system such as Oracle DB2 MySql or HSQL will need to be integrated with the product.',Non-Functional,Functional,Functional,Non-Functional,Non-Functional,Non-Functional
'The system shall display Events in a vertical table by time.',Functional,Functional,Functional,Functional,Functional,Functional
'All actions that modify an existing dispute case must be recorded in the case history.',Functional,Functional,Functional,Functional,Functional,Functional
'The system shall provide charts for the Activity or Event actual versus assumed time.',Functional,Functional,Functional,Functional,Functional,Functional
'Each team owner will need to use a username and password in order to be authenticated to reach the team owner’s page',Non-Functional,Functional,Functional,Functional,Functional,Functional
'All screens created as part of the Disputes application must comply with corporate standards for interface creation.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'When the hit results in sinking a ship the product shall indicate the type of ship sunk on the defensive grid of the defensive player.',Functional,Functional,Functional,Functional,Functional,Functional
'The system shall update or create new property listings in the MLS',Functional,Functional,Functional,Functional,Functional,Functional
'The product shall prevent the player from overlapping ships on their grid.',Functional,Functional,Functional,Functional,Functional,Functional
'At the start of each turn the product shall notify each player of his or her status.',Functional,Functional,Functional,Functional,Functional,Functional
'All registered customer information shall be stored and maintained in the database even after the customer cancels their account.',Functional,Functional,Functional,Functional,Functional,Functional
